Date,Close,High,Low,Open,Volume
12/8/2022,1203.807739,1210.964525,1199.650085,1208.69255,7757008
12/9/2022,1185.563721,1208.692474,1182.26928,1202.330874,12655763
12/12/2022,1187.381348,1191.879864,1174.612834,1174.840116,9479842
12/13/2022,1192.788696,1196.423759,1184.473148,1187.381294,8333348
12/14/2022,1188.471802,1199.127352,1186.426989,1198.536612,7268947
12/15/2022,1171.591064,1188.244638,1168.251311,1182.564762,8688551
12/16/2022,1165.797485,1189.971422,1162.4123,1168.251309,15837349
12/19/2022,1181.110596,1183.246273,1166.297271,1172.795168,7729933
12/20/2022,1191.334595,1193.242991,1165.979299,1174.112998,7467588
12/21/2022,1174.385742,1196.423884,1170.56883,1190.971169,8527550
12/22/2022,1171.341187,1183.541676,1166.320079,1180.519949,7451122
12/23/2022,1136.988892,1177.112083,1132.467659,1164.75246,10257115
12/26/2022,1146.91748,1155.073897,1132.53588,1142.691677,5990242
12/27/2022,1156.300659,1158.163623,1142.918691,1149.621033,5763271
12/28/2022,1156.187134,1158.618121,1145.758744,1153.256271,7459393
12/29/2022,1155.664429,1158.208997,1147.576162,1148.257766,6930648
12/30/2022,1157.436646,1170.977627,1154.664916,1156.482448,7289476
1/2/2023,1170.477905,1171.886546,1157.891121,1158.709022,5316175
1/3/2023,1161.912476,1169.160126,1157.709389,1165.547659,7658932
1/4/2023,1144.418335,1163.730179,1142.350806,1161.889811,9264891
1/5/2023,1142.373535,1152.529332,1137.80687,1146.667607,13637099
1/6/2023,1152.756348,1157.777455,1144.304622,1148.098818,6349597
1/9/2023,1179.974609,1182.337568,1155.687212,1156.573262,10722753
1/10/2023,1162.525879,1184.155128,1156.891435,1184.155128,8047142
1/11/2023,1147.871704,1162.344168,1145.576893,1159.845032,11509553
1/12/2023,1123.084229,1150.75693,1120.085218,1147.28088,17688773
1/13/2023,1121.266846,1123.675117,1106.27179,1117.086355,20618583
1/16/2023,1110.588501,1126.742199,1102.81826,1123.584175,13623855
1/17/2023,1126.356079,1128.264475,1113.542133,1116.904603,10751000
1/18/2023,1124.493042,1131.945138,1117.972548,1123.947855,13448286
1/19/2023,1123.288818,1127.423756,1116.291046,1123.674993,11940054
1/20/2023,1109.929688,1124.629313,1107.475984,1124.629313,14930286
1/23/2023,1104.317749,1120.63058,1101.909478,1112.815027,10954118
1/24/2023,1097.797241,1110.383904,1084.801447,1108.725386,16488755
1/25/2023,1082.620361,1097.229242,1081.461718,1096.206895,12385018
1/27/2023,1062.081787,1084.801532,1050.403769,1083.46116,25830975
1/30/2023,1072.260254,1077.781117,1045.564465,1059.514457,21772103
1/31/2023,1069.579346,1084.93798,1063.740336,1082.370576,22691594
2/1/2023,1063.240601,1081.439113,1047.382091,1081.439113,19347800
2/2/2023,1057.355957,1066.920893,1050.108308,1053.289048,13662663
2/3/2023,1058.287598,1067.375496,1041.929333,1067.375496,24699575
2/6/2023,1050.312744,1054.652247,1047.74546,1051.92583,14837879
2/7/2023,1047.790894,1057.560394,1041.929169,1050.562743,15135435
2/8/2023,1068.715942,1072.328409,1048.290889,1051.017186,21160332
2/9/2023,1070.578857,1077.303916,1060.559478,1069.397498,13172763
2/10/2023,1061.763672,1070.056384,1054.788616,1070.056384,10790445
2/13/2023,1055.720337,1067.829962,1051.267252,1063.376878,10352493
2/14/2023,1080.598389,1082.325056,1055.856548,1058.719262,14321920
2/15/2023,1105.067505,1107.45318,1078.280972,1079.64406,33503591
2/16/2023,1104.204224,1119.540141,1101.932249,1113.019528,17264487
2/17/2023,1108.816284,1112.133441,1095.366167,1099.637522,11809520
2/20/2023,1097.093018,1113.155852,1095.139069,1110.997458,8836937
2/21/2023,1106.044678,1111.815419,1096.161474,1101.455296,13311592
2/22/2023,1080.961792,1104.18141,1079.212409,1102.341162,11024335
2/23/2023,1075.781738,1088.164077,1072.987293,1080.552969,9851910
2/24/2023,1083.142822,1088.800101,1076.008874,1077.826405,9434053
2/27/2023,1075.940796,1085.846715,1068.602401,1082.370545,11199715
2/28/2023,1055.356567,1075.554457,1051.312494,1070.601498,21994038
3/1/2023,1065.057983,1065.78502,1055.674656,1065.103416,11551145
3/2/2023,1056.947144,1068.57973,1054.925047,1061.92282,9333535
3/3/2023,1083.915527,1087.573427,1063.990348,1067.443682,14643807
3/6/2023,1094.50293,1101.727864,1090.54972,1090.54972,10171916
3/8/2023,1098.433472,1099.183224,1083.733726,1094.502859,15782657
3/9/2023,1072.032959,1098.228873,1070.147279,1097.819982,16235128
3/10/2023,1055.424927,1065.103565,1051.948756,1063.967638,13334091
3/13/2023,1038.067017,1065.10355,1033.750229,1058.287626,12771592
3/14/2023,1034.181763,1047.359165,1031.046455,1036.02201,16027522
3/15/2023,1016.505859,1044.337576,1012.120923,1037.885231,21728555
3/16/2023,1011.439331,1024.207844,1000.670199,1019.209573,18363159
3/17/2023,1010.167053,1023.276308,1005.441315,1020.004703,34014213
3/20/2023,1000.238525,1008.75846,990.5826039,1006.486485,19524589
3/21/2023,1031.341797,1033.295745,1007.395143,1008.281193,21400360
3/22/2023,1034.477173,1041.224948,1031.478162,1038.294085,10920094
3/23/2023,1021.390625,1031.43272,1019.232231,1030.569387,16249370
3/24/2023,1001.170044,1022.390344,998.7617726,1020.23195,12375945
3/27/2023,1016.73291,1024.207721,999.7613122,1007.622357,14054323
3/28/2023,1021.481506,1025.343851,1016.483115,1020.118298,12576424
3/29/2023,1015.43811,1020.027492,1004.71435,1017.391939,18804065
3/31/2023,1059.219116,1064.85368,1024.526042,1024.662338,28171201
4/3/2023,1059.400757,1067.375443,1051.925945,1065.557912,10293043
4/5/2023,1056.856201,1066.921013,1048.995215,1066.921013,16262928
4/6/2023,1063.944824,1069.647537,1053.35742,1053.35742,18435046
4/10/2023,1056.401855,1068.011726,1054.90235,1067.829997,12961408
4/11/2023,1061.627319,1063.740281,1056.038308,1060.559541,10542367
4/12/2023,1066.307495,1075.917862,1058.764537,1061.62713,18179087
